FRAME	XCENTER	YCENTER	BRIGHTNESS	BG	I0	S_X	S_Y	THETA	ECC
1273	185.693	156.060	21589.601	669.928	2404.186	 1.114	 1.283	 2.561	 0.497
1274	39.038	240.673	18487.241	641.673	1378.017	 1.262	 1.692	 0.601	 0.666
1274	56.090	142.847	11770.428	601.261	892.606	 1.300	 1.614	 1.627	 0.593
1274	67.094	78.005	16177.554	605.028	1153.548	 1.411	 1.582	 0.239	 0.452
1274	111.783	119.656	18053.493	617.344	1660.466	 1.170	 1.479	 0.417	 0.612
1274	126.248	338.217	25656.618	619.350	2356.016	 1.138	 1.523	 3.067	 0.664
1274	132.837	388.094	13046.195	588.541	1125.218	 1.114	 1.657	 1.569	 0.741
1274	185.555	156.128	29074.688	645.209	2641.452	 1.272	 1.377	 0.703	 0.384
1274	451.521	160.594	6850.735	579.563	947.681	 0.616	 1.867	 0.924	 0.944
1275	38.939	240.672	22721.478	611.964	1080.618	 1.607	 2.083	 0.614	 0.636
1275	55.783	143.115	12319.461	591.760	1064.830	 1.294	 1.423	 2.416	 0.415
1275	66.775	77.778	17996.514	599.012	1223.613	 1.430	 1.637	 1.491	 0.486
1275	111.639	119.446	15109.164	622.153	1123.937	 1.373	 1.558	 1.499	 0.473
1275	125.916	338.084	26712.500	608.442	2604.313	 1.184	 1.379	 0.095	 0.513
1275	133.560	388.934	13300.073	568.941	702.212	 1.415	 2.130	 1.901	 0.747
1275	185.424	155.875	34267.650	637.470	3056.719	 1.233	 1.447	 2.865	 0.524
1276	39.273	240.336	16495.321	643.950	904.116	 1.512	 1.920	 2.942	 0.616
1276	55.162	142.445	3632.402	623.013	2364.847	 0.346	 0.707	 1.356	 0.872
1276	66.940	77.621	21479.930	584.904	1293.306	 1.411	 1.873	 0.220	 0.657
1276	106.755	345.658	12097.783	592.958	524.379	 1.491	 2.462	 1.205	 0.796
1276	111.739	119.905	17393.585	656.549	1219.995	 1.298	 1.748	 1.070	 0.670
1276	126.182	338.978	25978.955	596.135	2208.659	 1.328	 1.410	 1.963	 0.337
1276	185.869	155.693	19152.481	637.043	2150.522	 1.004	 1.412	 2.890	 0.703
1277	38.528	240.493	18431.406	603.913	1067.039	 1.380	 1.992	 2.448	 0.721
1277	55.739	141.761	9001.390	639.257	767.256	 0.929	 2.010	 0.845	 0.887
1277	66.900	77.302	20601.730	560.837	1295.591	 1.498	 1.690	 1.975	 0.463
1277	105.796	345.497	8857.703	625.146	650.351	 1.039	 2.086	 0.359	 0.867
1277	111.529	120.097	19585.656	621.304	1175.801	 1.509	 1.756	 2.397	 0.511
1277	126.251	339.028	21017.532	635.510	2227.513	 1.126	 1.334	 2.896	 0.536
1277	133.621	385.422	9097.302	569.709	642.334	 1.272	 1.772	 2.598	 0.696
1277	185.643	155.470	24496.772	622.692	1681.372	 1.450	 1.599	 0.600	 0.422
1277	212.454	79.467	7899.580	583.425	775.274	 0.869	 1.867	 3.086	 0.885
1278	38.947	240.110	19090.374	636.650	695.311	 1.761	 2.482	 0.112	 0.705
1278	55.543	142.193	7753.583	624.914	1097.848	 0.812	 1.383	 1.380	 0.809
1278	67.034	77.742	19751.112	566.437	1156.163	 1.459	 1.863	 1.788	 0.622
1278	111.951	120.023	20220.943	597.190	1402.723	 1.481	 1.549	 2.432	 0.293
1278	126.088	339.393	19053.454	621.086	1831.052	 1.188	 1.394	 2.108	 0.524
1278	185.657	155.502	26509.767	622.806	2054.503	 1.324	 1.551	 1.747	 0.521
1278	451.719	161.149	8336.621	567.617	749.716	 1.091	 1.622	 0.522	 0.740
1279	39.298	240.328	15562.549	657.032	915.543	 1.444	 1.873	 0.951	 0.637
1279	56.173	142.912	5310.656	638.232	1315.279	 0.575	 1.117	 1.753	 0.857
1279	67.140	78.499	20793.898	562.856	796.782	 1.766	 2.352	 2.856	 0.660
1279	112.028	119.914	20259.042	609.349	1546.090	 1.201	 1.737	 0.767	 0.722
1279	125.429	339.842	18692.763	608.802	1699.350	 1.291	 1.356	 0.558	 0.306
1279	134.135	382.446	8295.195	569.410	673.724	 0.830	 2.361	 0.896	 0.936
1279	185.397	155.638	16106.579	632.059	1435.217	 1.155	 1.547	 2.682	 0.665
1280	38.931	240.313	24440.620	609.380	1033.027	 1.545	 2.438	 0.193	 0.774
1280	56.105	142.113	15649.813	596.416	787.781	 1.465	 2.159	 0.668	 0.735
1280	67.472	78.295	12845.572	593.401	833.695	 1.353	 1.812	 0.598	 0.665
1280	112.192	120.231	15353.723	608.816	1223.288	 1.152	 1.734	 2.555	 0.747
1280	125.502	339.810	21095.700	610.580	1750.332	 1.325	 1.448	 0.840	 0.403
1280	134.884	383.372	20537.364	534.719	518.848	 2.506	 2.514	 1.288	 0.079
1280	185.825	156.133	18452.453	609.245	1454.685	 1.323	 1.526	 2.172	 0.499
1281	39.054	240.056	18669.575	599.983	1148.167	 1.364	 1.898	 0.242	 0.695
1281	55.823	142.306	9128.197	598.658	774.583	 1.191	 1.575	 1.111	 0.654
1281	67.210	78.057	17937.944	575.844	1440.749	 1.325	 1.496	 0.606	 0.464
1281	111.908	120.188	19827.446	625.321	1609.832	 1.140	 1.720	 0.700	 0.749
1281	125.927	339.238	24000.874	601.833	2161.126	 1.153	 1.533	 1.110	 0.659
1281	185.684	155.934	18057.673	605.321	1173.731	 1.106	 2.214	 0.337	 0.866
1281	451.447	160.837	9500.381	576.322	717.790	 1.318	 1.599	 2.266	 0.566
1282	39.353	239.753	16949.238	617.643	1051.859	 1.211	 2.118	 0.977	 0.820
1282	56.328	142.686	11735.976	556.019	850.996	 1.243	 1.766	 1.836	 0.710
1282	67.398	77.948	17406.131	588.504	1685.500	 1.167	 1.408	 1.993	 0.559
1282	111.831	120.234	21696.430	588.732	1160.467	 1.609	 1.850	 2.970	 0.494
1282	125.984	337.988	30486.773	595.653	2261.514	 1.427	 1.503	 2.410	 0.313
1282	140.899	388.239	7896.556	587.576	743.514	 0.874	 1.935	 0.520	 0.892
1282	185.349	155.809	16640.667	632.034	1242.261	 1.382	 1.543	 1.477	 0.445
1283	39.056	239.498	17853.815	583.573	742.122	 1.696	 2.258	 0.075	 0.660
1283	56.091	143.087	14711.933	598.299	1129.354	 1.314	 1.578	 1.753	 0.554
1283	66.481	77.897	11845.530	594.365	1515.275	 0.929	 1.340	 0.028	 0.721
1283	111.985	120.036	12738.349	633.937	1449.940	 0.976	 1.433	 0.098	 0.732
1283	127.629	338.783	25850.280	625.579	1857.958	 1.457	 1.519	 1.404	 0.283
1283	140.512	388.275	15028.299	545.471	613.332	 1.651	 2.362	 0.238	 0.715
1283	185.313	155.595	13482.409	622.751	1372.827	 1.149	 1.360	 2.075	 0.535
1284	38.729	240.291	13208.411	628.900	954.975	 1.267	 1.737	 0.558	 0.684
1284	56.444	142.398	9510.573	581.010	966.504	 1.072	 1.462	 2.727	 0.680
1284	66.858	77.674	9344.802	627.326	1285.681	 0.917	 1.261	 0.443	 0.686
1284	111.884	120.112	13195.109	634.697	1412.131	 1.033	 1.439	 0.344	 0.696
1284	127.722	338.868	22376.428	616.412	1812.833	 1.315	 1.494	 2.243	 0.474
1284	139.622	386.044	8881.977	571.512	642.327	 1.096	 2.009	 0.315	 0.838
1284	185.730	156.033	16677.733	639.215	1736.478	 1.095	 1.396	 0.952	 0.620
1285	38.914	240.320	17759.361	580.875	1049.022	 1.348	 1.998	 3.135	 0.738
1285	56.495	142.818	10125.001	559.634	774.115	 1.405	 1.482	 2.683	 0.319
1285	66.701	77.890	14997.686	587.042	1197.987	 1.128	 1.766	 2.167	 0.770
1285	106.311	347.139	11675.986	617.756	498.209	 1.675	 2.227	 2.473	 0.659
1285	112.260	120.182	17050.432	635.353	1498.648	 1.262	 1.435	 0.823	 0.476
1285	127.740	338.430	25433.425	601.878	1974.286	 1.268	 1.617	 2.113	 0.620
1285	138.230	403.033	9844.775	521.089	552.020	 1.448	 1.960	 1.697	 0.674
1285	140.025	387.122	13763.974	558.828	614.669	 1.423	 2.504	 0.692	 0.823
1285	185.753	156.097	21568.975	641.901	1466.352	 1.396	 1.677	 1.447	 0.555
1286	38.116	240.177	18596.239	586.864	754.065	 1.590	 2.468	 3.045	 0.765
1286	55.966	142.835	13787.090	577.964	1174.756	 1.353	 1.380	 1.146	 0.196
1286	67.259	78.194	16267.226	604.201	1006.027	 1.281	 2.008	 2.975	 0.770
1286	80.641	149.806	11581.148	578.474	692.790	 1.546	 1.720	 1.329	 0.438
1286	111.856	120.306	19223.285	605.846	1194.461	 1.278	 2.004	 0.303	 0.770
1286	127.446	338.600	19827.828	617.390	2189.087	 1.114	 1.294	 0.278	 0.509
1286	185.812	155.712	16441.500	627.606	1511.976	 1.117	 1.550	 2.891	 0.694
1287	38.439	240.773	17944.268	597.563	636.969	 1.785	 2.511	 1.172	 0.703
1287	56.288	142.555	8303.321	568.773	854.737	 1.088	 1.421	 2.846	 0.644
1287	67.623	78.417	16861.794	607.064	1616.408	 1.124	 1.477	 0.785	 0.648
1287	111.573	120.334	17204.219	599.568	1662.626	 0.950	 1.733	 1.542	 0.836
1287	127.232	338.877	20607.089	606.956	1768.255	 1.202	 1.543	 2.942	 0.627
1287	185.527	155.988	19310.901	633.405	1248.675	 1.282	 1.919	 0.538	 0.744
1288	38.830	240.684	20244.210	590.619	1229.260	 1.487	 1.763	 2.422	 0.537
1288	56.440	142.832	15544.174	553.371	1388.785	 1.121	 1.589	 1.764	 0.708
1288	70.453	290.333	102509.598	563.608	698.941	 2.996	 7.792	 1.428	 0.923
1288	67.157	77.796	16617.215	611.445	2444.041	 0.839	 1.289	 0.636	 0.759
1288	67.196	290.075	69180.278	516.871	742.040	 3.188	 4.654	 1.571	 0.728
1288	111.612	120.471	9368.561	652.913	2182.895	 0.631	 1.082	 2.201	 0.812
1288	126.696	337.891	26068.832	593.711	2029.579	 1.246	 1.641	 2.708	 0.651
1288	185.789	155.780	19021.303	619.372	1296.135	 1.300	 1.797	 1.423	 0.690
1289	25.709	241.177	9208.239	624.949	567.195	 1.131	 2.285	 1.735	 0.869
1289	38.050	241.244	14104.553	613.723	1294.084	 1.138	 1.524	 3.090	 0.665
1289	56.011	142.895	9017.456	588.746	821.490	 0.905	 1.930	 1.887	 0.883
1289	67.370	78.415	15684.209	568.303	1232.456	 1.266	 1.599	 0.328	 0.611
1289	70.251	290.719	11960.298	753.670	717.349	 1.407	 1.887	 1.928	 0.666
1289	112.123	120.160	17900.147	596.380	1509.908	 1.344	 1.404	 0.724	 0.288
1289	127.137	338.079	31360.618	550.859	2105.285	 1.397	 1.697	 2.628	 0.567
1289	185.429	155.374	25432.877	655.089	1731.061	 1.475	 1.585	 0.709	 0.365
1290	25.124	241.478	22689.314	614.893	1012.701	 1.457	 2.447	 2.100	 0.803
1290	38.910	240.987	23485.038	589.471	1336.848	 1.341	 2.086	 2.951	 0.766
1290	56.238	142.642	11205.333	567.172	723.570	 1.214	 2.030	 2.872	 0.801
1290	66.938	78.014	12204.405	590.677	1138.483	 1.272	 1.342	 1.474	 0.319
1290	112.135	120.138	22933.233	599.828	1826.253	 1.394	 1.433	 0.567	 0.231
1290	126.964	338.317	28153.171	583.969	2248.316	 1.361	 1.464	 2.489	 0.368
1290	186.159	155.387	19905.982	650.576	1493.699	 1.396	 1.520	 0.256	 0.395
1291	24.557	241.125	21560.466	648.835	1392.377	 1.397	 1.764	 0.487	 0.611
1291	39.298	240.689	15129.534	611.464	1119.418	 1.243	 1.730	 1.047	 0.696
1291	56.168	143.118	13221.355	575.690	739.147	 1.327	 2.146	 2.992	 0.786
1291	66.730	77.994	16120.292	570.096	962.044	 1.389	 1.920	 1.382	 0.691
1291	111.920	120.592	14634.907	637.731	1473.944	 0.960	 1.645	 1.739	 0.812
1291	127.113	338.462	25949.389	588.627	2247.363	 1.166	 1.576	 0.722	 0.673
1291	141.927	62.805	8878.318	589.661	583.409	 1.088	 2.226	 3.111	 0.872
1291	186.106	155.404	23968.559	651.229	1348.733	 1.671	 1.693	 0.566	 0.159
1292	28.165	240.527	15455.151	648.431	1193.944	 1.171	 1.760	 0.234	 0.747
1292	39.355	241.422	17085.094	606.479	1109.405	 1.142	 2.146	 0.459	 0.846
1292	55.910	142.466	12554.216	582.193	883.768	 1.495	 1.513	 1.643	 0.154
1292	67.455	78.075	17006.449	584.453	2490.497	 0.958	 1.135	 1.547	 0.537
1292	79.638	294.671	9331.650	698.274	1025.122	 1.145	 1.265	 1.114	 0.426
1292	111.762	119.874	15144.152	583.318	1304.076	 1.284	 1.440	 2.306	 0.452
1292	127.568	338.534	24120.496	576.289	2218.203	 1.205	 1.436	 0.336	 0.544
1292	186.126	155.374	20964.123	666.157	1750.498	 1.260	 1.513	 1.931	 0.553
1293	31.168	242.495	22854.894	660.367	1160.495	 1.615	 1.940	 1.780	 0.554
1293	38.704	241.037	20537.714	645.487	909.759	 1.867	 1.924	 0.718	 0.242
1293	56.196	142.850	14020.918	564.326	1260.266	 1.059	 1.672	 2.905	 0.774
1293	67.101	77.432	21462.590	549.254	1273.211	 1.601	 1.676	 2.237	 0.296
1293	73.196	294.931	22772.176	614.931	954.610	 1.677	 2.264	 2.402	 0.672
1293	111.685	120.292	18176.207	605.354	1507.550	 1.372	 1.398	 2.146	 0.192
1293	127.820	338.698	24877.978	574.757	2214.820	 1.228	 1.455	 2.806	 0.536
1293	185.853	155.143	11030.130	664.879	1290.989	 0.944	 1.441	 1.005	 0.755
1294	30.660	237.770	17518.582	639.576	1036.153	 1.215	 2.215	 0.319	 0.836
1294	38.672	240.462	17640.791	632.387	1181.061	 1.351	 1.759	 0.060	 0.640
1294	56.027	142.740	14206.088	546.827	785.690	 1.527	 1.884	 2.528	 0.586
1294	67.317	77.132	15622.869	591.094	1222.872	 1.216	 1.673	 0.034	 0.687
1294	112.035	120.221	13449.846	627.166	1264.989	 1.222	 1.385	 1.723	 0.471
1294	127.833	339.291	20917.766	575.036	1529.574	 1.325	 1.643	 1.752	 0.591
1294	185.452	155.979	13162.330	606.656	1162.941	 1.311	 1.374	 1.326	 0.301
1295	38.685	240.427	20227.509	632.355	1067.512	 1.335	 2.259	 0.588	 0.807
1295	56.281	142.644	11684.264	582.318	829.157	 1.198	 1.872	 2.990	 0.768
1295	66.724	77.824	19356.999	556.214	1413.734	 1.312	 1.662	 1.826	 0.614
1295	73.946	297.600	119799.399	454.444	714.235	 4.701	 5.678	 0.195	 0.561
1295	111.808	120.580	9935.042	624.535	1063.268	 1.114	 1.334	 1.351	 0.550
1295	128.026	339.241	20981.744	574.443	1579.406	 1.332	 1.587	 0.726	 0.543
1295	186.097	155.607	14039.178	628.741	1505.988	 1.068	 1.389	 1.126	 0.640
1296	31.272	233.796	5103.826	653.023	1597.040	 0.497	 1.023	 0.579	 0.874
1296	39.268	241.080	17786.159	602.266	989.510	 1.473	 1.942	 0.326	 0.651
1296	56.171	142.521	9054.910	602.594	1141.901	 1.002	 1.260	 1.661	 0.606
1296	67.164	77.742	17757.625	600.144	1333.591	 1.281	 1.655	 0.278	 0.633
1296	111.598	120.603	14431.060	592.055	1425.333	 1.158	 1.391	 0.356	 0.553
1296	128.094	339.171	23226.167	588.090	1636.845	 1.334	 1.693	 1.705	 0.616
1296	185.949	155.544	22710.252	620.434	1262.237	 1.667	 1.718	 1.830	 0.241
1296	206.151	163.157	12996.781	591.096	521.990	 1.651	 2.400	 2.704	 0.726
1296	451.018	161.141	7833.612	525.645	726.648	 0.951	 1.804	 2.567	 0.850
1297	39.024	240.100	17053.900	632.869	1130.513	 1.157	 2.075	 0.377	 0.830
1297	55.966	142.815	12274.443	589.257	909.601	 1.273	 1.687	 0.461	 0.656
1297	66.897	77.627	16659.664	617.095	1926.352	 1.031	 1.335	 1.445	 0.635
1297	111.790	120.034	15698.323	618.963	1441.155	 1.182	 1.466	 1.663	 0.592
1297	127.128	338.837	28390.747	595.112	1861.440	 1.293	 1.877	 2.694	 0.725
1297	185.810	155.650	15185.104	626.383	1209.540	 1.314	 1.521	 0.986	 0.503
1298	28.248	234.286	15029.083	601.885	535.465	 1.973	 2.264	 2.595	 0.491
1298	39.459	240.243	20203.371	596.755	1051.018	 1.353	 2.262	 0.656	 0.801
1298	56.827	142.958	7099.603	606.573	1113.455	 0.781	 1.299	 1.013	 0.799
1298	66.724	77.989	15476.661	593.359	1454.513	 1.178	 1.437	 1.722	 0.572
1298	67.504	298.569	5363.818	632.996	1012.937	 0.596	 1.413	 2.144	 0.907
1298	111.709	120.202	12043.365	599.516	1461.002	 1.094	 1.199	 1.850	 0.408
1298	117.018	327.714	14632.590	587.858	489.535	 1.858	 2.560	 1.543	 0.688
1298	126.737	338.540	26242.960	559.400	1770.402	 1.416	 1.666	 2.140	 0.528
1298	185.883	155.813	17676.368	614.871	1683.581	 1.164	 1.435	 0.022	 0.584
1299	39.011	240.128	20285.805	635.930	1071.980	 1.402	 2.148	 0.165	 0.758
1299	56.803	142.905	15279.950	561.288	1206.093	 1.109	 1.819	 1.495	 0.793
1299	61.296	223.483	10824.742	534.379	1020.634	 0.915	 1.845	 1.659	 0.868
1299	66.665	78.202	16218.161	602.906	1781.031	 0.973	 1.490	 0.174	 0.757
1299	108.081	346.782	9887.984	563.728	689.897	 1.010	 2.259	 2.477	 0.895
1299	126.992	338.482	22065.007	594.481	2138.446	 1.084	 1.515	 2.148	 0.698
1299	185.935	155.583	16286.515	608.183	1499.832	 1.223	 1.413	 1.509	 0.501
1299	417.622	124.399	5156.885	614.859	1077.071	 0.712	 1.070	 2.581	 0.747
1300	39.199	240.778	17224.075	625.760	1106.001	 1.566	 1.583	 0.000	 0.144
1300	56.190	142.670	15942.919	565.768	1060.762	 1.272	 1.881	 0.439	 0.737
1300	61.796	222.428	92815.614	741.821	5269.368	 1.605	 1.746	 1.474	 0.394
1300	67.006	77.439	16420.375	602.223	1670.090	 1.116	 1.402	 2.765	 0.605
1300	125.996	339.233	26676.667	590.764	1926.879	 1.449	 1.520	 1.447	 0.303
1300	133.746	323.914	26959.235	579.535	556.970	 2.653	 2.903	 0.289	 0.406
1300	139.029	402.762	4606.746	549.147	1090.807	 0.557	 1.206	 0.018	 0.887
1300	185.863	155.528	16534.475	629.403	1783.922	 1.106	 1.334	 0.715	 0.559
1301	28.704	236.213	7267.355	658.682	817.907	 0.754	 1.875	 3.095	 0.916
1301	39.476	240.381	17030.278	646.431	1109.044	 1.393	 1.755	 0.172	 0.609
1301	56.169	142.859	13619.620	582.422	1367.248	 1.143	 1.387	 0.211	 0.566
1301	62.052	222.552	93683.360	695.545	4999.215	 1.686	 1.769	 1.584	 0.302
1301	67.792	77.872	18356.995	580.045	1509.511	 1.038	 1.865	 2.935	 0.831
1301	125.459	339.466	22413.343	573.517	1627.413	 1.426	 1.537	 1.409	 0.372
1301	185.969	155.657	11665.745	647.735	1302.857	 1.014	 1.406	 3.035	 0.693
1302	39.007	239.977	18117.963	666.861	1118.480	 1.003	 2.570	 0.421	 0.921
1302	56.679	143.235	17608.110	556.991	599.370	 1.971	 2.372	 1.519	 0.557
1302	62.031	222.590	96693.294	696.899	5058.747	 1.717	 1.771	 3.022	 0.245
1302	67.308	77.703	17156.681	589.029	1975.837	 1.057	 1.308	 0.726	 0.589
1302	126.290	338.969	27276.953	562.961	1890.841	 1.368	 1.678	 0.782	 0.579
1302	139.134	401.799	7864.597	532.586	575.755	 1.080	 2.013	 0.022	 0.844
1302	185.939	155.605	16175.492	635.891	1340.965	 1.259	 1.525	 2.258	 0.565
1303	29.810	238.561	7289.276	657.432	607.938	 1.178	 1.620	 1.571	 0.686
1303	39.164	240.284	15743.334	655.294	1195.413	 1.275	 1.645	 1.178	 0.632
1303	56.399	142.292	11251.119	603.487	902.160	 1.224	 1.621	 1.224	 0.656
1303	61.902	222.469	95018.549	691.668	5015.222	 1.638	 1.841	 2.944	 0.457
1303	66.543	77.555	16006.970	578.856	1101.523	 1.405	 1.646	 2.877	 0.521
1303	125.807	339.527	19818.960	594.461	1862.681	 1.252	 1.353	 2.650	 0.379
1303	185.611	155.366	24065.082	634.960	2684.505	 1.120	 1.274	 2.182	 0.477
1303	233.186	179.930	7748.982	592.749	742.605	 1.085	 1.530	 1.569	 0.705
1304	39.367	240.608	14806.931	606.739	1098.171	 1.242	 1.728	 2.845	 0.695
1304	56.022	142.295	11730.745	567.874	731.870	 1.546	 1.650	 1.341	 0.350
1304	61.940	222.377	89434.159	726.205	5510.698	 1.576	 1.639	 1.771	 0.274
1304	63.529	291.845	21080.615	631.660	1189.331	 1.105	 2.553	 0.731	 0.902
1304	67.218	77.591	17535.416	584.743	1267.602	 1.265	 1.741	 0.294	 0.687
1304	125.983	339.622	25485.232	575.717	1704.855	 1.400	 1.699	 3.126	 0.567
1304	185.986	155.523	12062.863	616.136	1255.538	 0.901	 1.698	 1.208	 0.848
1304	317.963	177.841	13491.363	621.685	516.750	 1.794	 2.316	 1.910	 0.632
1305	39.735	240.755	20645.903	604.220	1026.814	 1.476	 2.169	 0.404	 0.733
1305	56.439	142.839	14355.631	552.849	1156.944	 1.400	 1.410	 1.773	 0.117
1305	59.126	290.151	19621.477	611.788	927.963	 1.571	 2.143	 1.455	 0.680
1305	62.012	222.243	105040.968	708.341	4916.664	 1.775	 1.915	 1.744	 0.375
1305	67.263	77.823	20341.898	566.214	1540.403	 1.220	 1.723	 0.895	 0.706
1305	125.761	340.075	20554.312	607.254	1444.682	 1.324	 1.710	 2.363	 0.632
1305	185.570	155.811	13965.563	620.401	1105.368	 1.122	 1.792	 1.348	 0.779
1306	39.213	240.198	19672.825	603.605	1587.816	 1.255	 1.571	 1.121	 0.601
1306	55.710	142.420	15734.207	564.748	892.003	 1.466	 1.916	 2.566	 0.644
1306	58.954	292.714	45481.624	650.386	1859.382	 1.640	 2.374	 1.172	 0.723
1306	67.555	78.083	14959.019	584.637	835.949	 1.577	 1.806	 3.093	 0.488
1306	126.582	340.391	23691.805	578.703	1348.223	 1.605	 1.742	 0.794	 0.389
1306	185.650	155.321	21029.512	636.867	1179.898	 1.426	 1.989	 0.195	 0.697
1307	30.691	58.120	6415.330	573.588	906.673	 0.710	 1.585	 0.616	 0.894
1307	39.061	240.454	21018.866	587.533	1322.641	 1.226	 2.064	 0.471	 0.805
1307	55.700	143.074	11306.543	606.918	1031.857	 0.970	 1.799	 0.219	 0.842
1307	62.128	294.280	66992.693	565.855	860.045	 3.239	 3.828	 1.627	 0.533
1307	66.930	77.899	15420.509	560.670	1022.259	 1.374	 1.747	 0.577	 0.617
1307	125.653	340.383	22327.735	612.456	1719.666	 1.378	 1.500	 0.974	 0.395
1307	161.947	240.195	23398.939	570.997	568.186	 1.951	 3.359	 1.223	 0.814
1307	185.463	155.046	25645.879	622.146	1360.444	 1.576	 1.904	 1.089	 0.562
1307	451.300	160.977	7051.324	561.623	805.961	 1.175	 1.185	 0.674	 0.126
1308	39.519	240.537	13430.294	605.542	936.706	 1.237	 1.844	 0.295	 0.742
1308	56.636	142.527	9748.082	556.215	814.711	 1.287	 1.480	 1.402	 0.495
1308	66.976	78.025	18097.613	557.743	1102.236	 1.428	 1.830	 1.154	 0.625
1308	125.583	340.176	22975.018	564.516	2097.426	 1.170	 1.490	 2.449	 0.619
1308	158.811	240.794	8813.332	566.365	810.820	 1.278	 1.353	 2.323	 0.328
1308	185.902	155.954	9234.172	635.730	1939.078	 0.841	 0.902	 1.946	 0.362
1308	201.073	173.873	15410.920	583.177	433.497	 2.231	 2.536	 2.348	 0.476
1309	38.513	240.655	19995.870	577.950	1119.524	 1.470	 1.934	 0.592	 0.650
1309	55.837	142.740	13413.958	575.004	755.597	 1.368	 2.065	 0.305	 0.749
1309	66.731	77.911	16257.272	579.443	1479.541	 1.075	 1.627	 0.982	 0.750
1309	125.621	340.237	20321.073	578.220	2025.019	 1.144	 1.396	 1.499	 0.573
1309	185.788	155.484	13019.724	655.640	1068.791	 1.317	 1.472	 1.875	 0.447
1310	28.125	56.617	11024.737	566.313	557.310	 1.667	 1.889	 0.157	 0.471
1310	38.705	240.516	15165.624	628.850	954.655	 1.412	 1.790	 0.696	 0.614
1310	55.956	142.629	14352.689	594.683	826.653	 1.488	 1.858	 0.617	 0.599
1310	67.537	77.693	14954.266	591.336	1113.958	 1.129	 1.893	 0.389	 0.803
1310	125.528	339.600	23880.392	597.405	2237.844	 1.206	 1.409	 0.297	 0.517
1310	185.674	155.398	14493.100	603.017	838.847	 1.498	 1.835	 2.278	 0.578
1311	39.509	240.968	19249.041	600.130	816.912	 1.690	 2.218	 0.649	 0.648
1311	56.046	142.919	9367.325	611.119	938.319	 0.882	 1.801	 2.520	 0.872
1311	67.520	78.391	11656.194	583.261	962.998	 1.146	 1.681	 2.006	 0.731
1311	125.602	339.225	23426.800	586.387	1950.499	 1.251	 1.528	 0.217	 0.574
1311	139.976	401.754	3620.924	561.610	1221.507	 0.323	 1.460	 0.860	 0.975
1311	185.473	155.420	17734.797	622.311	1324.544	 1.407	 1.515	 0.233	 0.371
1312	38.775	240.910	16729.987	644.219	1001.246	 1.167	 2.279	 1.002	 0.859
1312	56.054	142.372	10625.376	654.725	1276.118	 0.955	 1.387	 1.497	 0.725
1312	67.731	77.761	13309.084	580.910	1149.839	 1.135	 1.622	 0.316	 0.714
1312	127.316	338.977	25766.354	574.384	1792.195	 1.429	 1.601	 2.080	 0.450
1312	139.802	402.673	7984.569	522.887	785.586	 1.127	 1.435	 0.743	 0.618
1312	186.065	155.276	14109.877	627.192	1221.863	 1.115	 1.649	 2.338	 0.737
1312	301.354	164.356	10031.055	638.106	831.352	 0.856	 2.244	 2.421	 0.924
1313	26.826	54.623	10720.031	564.362	493.495	 1.449	 2.386	 0.447	 0.794
1313	38.817	240.072	20760.013	662.561	1196.734	 1.349	 2.047	 0.448	 0.752
1313	55.259	142.312	27866.324	588.197	1137.060	 1.455	 2.680	 1.017	 0.840
