FRAME	XCENTER	YCENTER	BRIGHTNESS	BG	I0	S_X	S_Y	THETA	ECC
1608	66.853	78.706	20423.084	583.060	1192.220	 1.302	 2.094	 0.878	 0.783
1608	127.395	238.129	18311.338	675.971	614.110	 1.935	 2.452	 2.933	 0.614
1608	185.890	155.554	20372.079	652.616	1649.458	 1.324	 1.485	 1.089	 0.452
1609	15.623	138.813	42873.333	642.243	1421.620	 2.125	 2.259	 0.954	 0.339
1609	66.677	78.561	17805.592	576.336	1753.016	 1.219	 1.326	 2.001	 0.395
1609	88.812	308.971	9338.002	586.328	535.792	 1.391	 1.994	 2.006	 0.716
1609	131.358	235.564	41840.466	597.709	642.869	 2.788	 3.715	 1.694	 0.661
1609	185.635	155.478	26769.531	619.779	1619.691	 1.475	 1.783	 2.330	 0.562
1610	15.875	138.904	35315.435	650.677	1642.668	 1.606	 2.131	 1.455	 0.657
1610	66.947	78.335	15370.254	607.271	1245.373	 1.251	 1.570	 3.128	 0.604
1610	132.269	236.119	49314.622	585.826	808.297	 2.464	 3.940	 1.657	 0.780
1610	132.112	236.129	53219.099	572.603	815.225	 2.530	 4.107	 1.652	 0.788
1610	170.333	86.387	26205.305	573.923	889.796	 1.985	 2.361	 0.203	 0.542
1610	185.764	155.598	25932.721	622.264	1582.638	 1.587	 1.644	 2.845	 0.261
1610	217.501	252.650	10179.940	550.488	859.841	 1.256	 1.500	 2.323	 0.547
1611	16.089	139.211	39775.238	615.313	1809.174	 1.817	 1.926	 0.946	 0.332
1611	66.457	77.684	17033.834	588.391	1463.961	 1.255	 1.475	 1.985	 0.525
1611	106.252	345.467	7412.475	615.935	641.264	 1.193	 1.542	 1.853	 0.634
1611	169.263	86.842	37108.972	620.117	1045.579	 2.024	 2.791	 0.532	 0.689
1611	185.764	155.427	22357.106	614.925	1439.155	 1.487	 1.662	 0.639	 0.446
1611	202.385	166.788	8787.436	605.501	662.629	 1.365	 1.546	 1.234	 0.469
1611	217.542	252.884	11519.832	562.863	503.547	 1.844	 1.974	 2.599	 0.357
1612	15.963	138.963	33151.664	655.327	1718.574	 1.354	 2.267	 1.366	 0.802
1612	66.475	78.412	18003.578	594.726	1582.637	 1.160	 1.561	 1.891	 0.669
1612	130.127	236.009	23521.606	666.838	765.639	 1.852	 2.640	 1.171	 0.712
1612	185.914	155.394	19931.622	642.770	1526.089	 1.297	 1.602	 2.371	 0.587
1613	16.220	138.763	44235.419	612.924	1468.393	 2.154	 2.226	 2.913	 0.251
1613	45.541	198.892	17012.710	608.106	867.138	 1.763	 1.771	 2.001	 0.098
1613	66.214	78.715	18252.813	594.283	1188.469	 1.217	 2.008	 1.392	 0.795
1613	105.761	345.615	5504.931	569.384	1282.935	 0.665	 1.027	 2.721	 0.762
1613	131.196	238.427	36913.688	700.343	2800.832	 1.227	 1.710	 1.088	 0.697
1613	185.923	155.645	29663.484	643.157	1613.771	 1.624	 1.802	 0.434	 0.434
1614	15.819	139.244	43726.603	639.225	1797.180	 1.683	 2.301	 1.265	 0.682
1614	67.115	78.109	20865.074	558.628	1198.413	 1.486	 1.865	 2.389	 0.604
1614	130.383	238.641	72240.295	697.311	5318.897	 1.405	 1.539	 0.841	 0.408
1614	185.805	155.724	26059.484	625.314	2404.136	 1.202	 1.436	 0.245	 0.547
1615	16.655	138.750	35623.928	649.832	1662.826	 1.651	 2.066	 1.032	 0.601
1615	45.366	205.446	25120.710	698.881	1266.380	 1.586	 1.990	 1.788	 0.604
1615	66.965	78.032	20568.618	586.655	1294.453	 1.380	 1.833	 0.634	 0.658
1615	130.643	238.694	68641.529	713.291	5359.915	 1.343	 1.518	 1.554	 0.467
1615	186.209	155.617	28154.892	633.194	2316.756	 1.387	 1.395	 0.926	 0.106
1615	216.645	253.755	7837.987	554.764	666.427	 0.949	 1.972	 2.487	 0.876
1616	16.379	139.219	30975.386	675.624	1401.596	 1.742	 2.020	 0.067	 0.506
1616	46.666	203.123	37560.843	720.387	1709.797	 1.667	 2.097	 1.621	 0.606
1616	67.056	78.060	17623.767	568.589	1403.724	 1.257	 1.590	 3.005	 0.612
1616	129.543	238.581	69550.494	660.695	4717.505	 1.446	 1.623	 1.514	 0.455
1616	186.024	155.643	21715.042	660.173	2115.156	 1.277	 1.279	 2.873	 0.057
1616	202.225	166.724	4252.373	652.486	1116.841	 0.481	 1.259	 0.394	 0.924
1617	16.160	139.219	34661.930	656.705	1702.239	 1.614	 2.008	 1.117	 0.595
1617	44.602	200.734	17902.439	594.427	529.146	 1.921	 2.803	 2.716	 0.728
1617	66.967	78.370	16617.227	598.369	1276.140	 1.257	 1.649	 0.909	 0.648
1617	129.658	238.028	57627.214	618.328	3770.448	 1.533	 1.587	 1.352	 0.260
1617	136.256	124.892	30192.114	628.138	680.271	 2.531	 2.791	 2.891	 0.422
1617	185.538	155.863	24428.881	636.261	1955.198	 1.337	 1.487	 0.927	 0.437
1618	16.026	139.093	39000.709	671.519	1741.517	 1.741	 2.047	 1.047	 0.526
1618	67.044	78.115	22106.790	583.437	1257.074	 1.537	 1.821	 1.730	 0.536
1618	128.628	236.550	57409.189	674.496	3094.200	 1.384	 2.134	 0.511	 0.761
1618	185.505	155.890	18922.788	652.887	2171.661	 1.124	 1.233	 2.279	 0.411
1619	16.541	138.952	41106.566	631.125	1698.228	 1.944	 1.982	 0.515	 0.196
1619	44.321	214.471	28762.345	677.778	927.685	 1.987	 2.484	 0.537	 0.600
1619	67.364	78.395	17014.645	603.442	1884.816	 1.112	 1.292	 0.945	 0.509
1619	127.185	234.708	60720.153	652.793	3774.865	 1.580	 1.621	 1.890	 0.223
1619	155.696	365.855	22140.312	513.909	587.461	 2.022	 2.967	 1.465	 0.732
1619	185.432	155.859	21790.946	630.689	1693.912	 1.201	 1.705	 0.703	 0.710
1619	416.813	124.781	7647.488	629.989	739.261	 1.123	 1.467	 1.436	 0.644
1620	16.006	138.725	33741.548	654.573	1561.024	 1.801	 1.910	 0.910	 0.334
1620	45.130	216.741	77692.810	787.534	3901.686	 1.776	 1.784	 2.030	 0.096
1620	67.151	78.570	21174.501	580.401	1398.551	 1.445	 1.668	 0.913	 0.499
1620	127.390	234.377	49184.140	661.802	3246.150	 1.393	 1.731	 1.458	 0.594
1620	185.353	156.416	21039.503	630.309	1665.060	 1.368	 1.470	 1.657	 0.366
1621	16.106	139.016	35435.955	638.402	1824.643	 1.707	 1.810	 0.000	 0.333
1621	46.296	209.628	88484.360	678.441	3154.734	 1.610	 2.773	 2.953	 0.814
1621	67.210	78.284	21358.804	605.906	1618.944	 1.379	 1.523	 1.276	 0.424
1621	125.584	235.121	43148.204	649.032	2430.727	 1.519	 1.860	 1.419	 0.577
1621	136.094	96.251	6456.722	617.669	1152.512	 0.579	 1.541	 0.541	 0.927
1621	185.729	155.964	23082.496	631.299	1944.726	 1.316	 1.435	 1.744	 0.399
1621	417.215	124.690	6852.877	626.425	1517.835	 0.551	 1.305	 2.740	 0.907
1622	16.422	138.915	32568.892	632.398	1657.433	 1.555	 2.011	 1.667	 0.634
1622	47.131	204.804	55261.146	682.976	3238.522	 1.491	 1.821	 2.967	 0.574
1622	66.743	77.966	17147.599	614.877	1564.724	 1.148	 1.519	 0.824	 0.654
1622	107.025	347.190	5771.884	613.905	919.458	 0.664	 1.505	 2.505	 0.898
1622	125.500	234.309	59765.340	630.618	3940.456	 1.401	 1.723	 1.640	 0.582
1622	136.533	98.213	34574.659	565.666	483.310	 2.988	 3.810	 0.878	 0.620
1622	185.829	156.019	22634.503	644.487	2421.969	 1.083	 1.373	 2.535	 0.615
1623	16.364	138.903	28569.702	693.428	1855.033	 1.362	 1.799	 1.331	 0.653
1623	48.070	201.953	48338.558	660.568	2194.734	 1.633	 2.147	 2.860	 0.649
1623	66.893	77.719	21733.136	577.586	2100.867	 1.193	 1.380	 3.082	 0.502
1623	124.268	233.230	42441.076	684.381	3131.419	 1.392	 1.549	 0.649	 0.439
1623	186.027	156.061	25724.835	620.203	1792.735	 1.474	 1.549	 2.577	 0.306
1623	324.285	101.140	12116.184	645.743	896.345	 1.359	 1.583	 0.866	 0.513
1623	416.693	124.653	6319.884	627.114	690.997	 1.126	 1.292	 0.000	 0.490
1624	16.258	138.552	45883.819	608.212	1695.266	 1.965	 2.192	 0.577	 0.444
1624	48.696	201.964	43088.373	689.506	3548.227	 1.227	 1.575	 0.148	 0.627
1624	66.935	78.195	16704.805	622.345	1866.960	 1.187	 1.199	 2.518	 0.141
1624	107.931	346.313	9615.426	589.119	516.696	 1.562	 1.896	 1.779	 0.566
1624	126.058	74.152	8493.695	636.118	1042.420	 0.986	 1.315	 2.387	 0.662
1624	125.483	235.059	33926.288	612.259	1210.079	 1.884	 2.368	 1.159	 0.606
1624	137.533	95.496	19420.632	622.371	794.066	 1.908	 2.040	 0.495	 0.354
1624	185.881	156.098	21983.505	645.307	1937.286	 1.124	 1.606	 1.469	 0.714
1624	324.080	101.095	23200.951	585.080	462.442	 2.473	 3.229	 1.647	 0.643
1624	416.432	124.190	7646.041	612.701	1334.297	 0.876	 1.042	 2.269	 0.541
1625	16.386	138.809	24260.096	686.152	1800.041	 1.251	 1.715	 1.752	 0.684
1625	48.706	201.868	49448.816	669.562	2945.048	 1.632	 1.637	 1.714	 0.074
1625	67.445	78.432	17214.466	567.503	1359.512	 1.322	 1.525	 2.807	 0.499
1625	126.792	236.796	66670.004	587.317	3508.224	 1.617	 1.871	 1.355	 0.503
1625	136.950	92.902	22421.013	653.648	1070.495	 1.545	 2.157	 1.750	 0.698
1625	185.690	156.025	21568.957	614.098	1457.958	 1.408	 1.672	 2.275	 0.540
1625	323.610	101.192	11826.222	680.072	902.502	 1.327	 1.572	 2.723	 0.536
1625	416.826	123.896	10269.691	629.879	606.858	 1.151	 2.341	 2.542	 0.871
1626	15.846	138.758	32059.785	614.772	1549.729	 1.613	 2.041	 1.541	 0.612
1626	48.584	201.426	48685.257	623.606	2554.229	 1.670	 1.817	 0.299	 0.395
1626	66.548	77.682	20130.107	594.161	1231.173	 1.482	 1.756	 2.686	 0.537
1626	105.798	347.545	8820.046	575.356	633.738	 1.395	 1.587	 2.872	 0.477
1626	126.302	237.217	69136.305	634.570	4090.143	 1.596	 1.685	 0.913	 0.320
1626	137.965	93.906	14343.131	671.343	1335.508	 0.910	 1.878	 0.397	 0.875
1626	186.083	156.136	17697.734	675.917	2064.033	 1.163	 1.173	 2.529	 0.133
1626	416.877	124.697	8561.876	605.240	1003.938	 0.786	 1.728	 2.390	 0.891
1627	16.072	138.980	39552.131	621.548	1689.962	 1.797	 2.073	 1.436	 0.498
1627	51.321	199.625	60511.019	626.801	2223.355	 1.762	 2.459	 1.814	 0.698
1627	66.720	77.906	19868.942	583.461	1927.470	 1.186	 1.383	 2.045	 0.514
1627	125.949	237.192	55661.529	674.036	4579.542	 1.310	 1.476	 1.524	 0.461
1627	139.271	93.976	23969.237	620.586	977.682	 1.833	 2.129	 0.256	 0.508
1627	185.984	155.696	25217.438	616.072	1819.249	 1.318	 1.674	 1.870	 0.616
1627	415.690	125.068	6154.683	656.610	1072.228	 0.602	 1.517	 1.732	 0.918
1628	15.514	138.578	36237.827	653.924	1730.541	 1.749	 1.905	 1.038	 0.396
1628	52.030	198.821	59853.018	626.331	2700.473	 1.735	 2.033	 2.674	 0.521
1628	66.985	78.187	17739.737	596.715	1319.071	 1.186	 1.805	 2.657	 0.754
1628	106.392	347.554	8872.428	598.091	898.719	 1.065	 1.476	 2.267	 0.693
1628	117.366	66.852	10971.359	646.596	600.279	 1.425	 2.041	 2.906	 0.716
1628	125.772	237.589	52685.479	621.703	3542.552	 1.536	 1.541	 1.198	 0.085
1628	140.452	95.021	24643.383	570.302	580.414	 1.988	 3.398	 2.579	 0.811
1628	186.141	155.414	23984.789	636.277	2234.436	 1.099	 1.555	 0.882	 0.708
1628	416.681	124.340	3165.100	636.590	1928.806	 0.285	 0.917	 1.060	 0.951
1629	15.580	138.926	40082.175	638.929	1979.617	 1.730	 1.862	 0.293	 0.370
1629	52.775	198.853	60174.882	669.097	3155.839	 1.574	 1.928	 1.476	 0.578
1629	66.971	78.029	16746.073	596.206	1326.799	 1.095	 1.834	 1.989	 0.802
1629	117.724	67.547	11960.395	622.027	1332.174	 1.022	 1.399	 0.969	 0.683
1629	126.425	237.047	65064.301	659.450	4208.693	 1.403	 1.754	 1.506	 0.601
1629	141.088	94.678	23198.335	631.334	500.206	 2.497	 2.956	 0.091	 0.535
1629	185.929	155.429	22638.177	647.767	1481.104	 1.390	 1.750	 1.250	 0.607
1630	15.292	138.176	52864.366	583.165	1252.357	 2.485	 2.704	 1.087	 0.394
1630	52.518	197.262	77576.056	690.514	5459.959	 1.397	 1.618	 1.456	 0.504
1630	66.479	78.105	18478.934	575.211	1078.057	 1.420	 1.921	 2.162	 0.673
1630	106.411	347.135	9093.931	585.752	564.525	 1.553	 1.651	 2.103	 0.340
1630	126.484	237.130	54266.011	629.015	4358.816	 1.397	 1.418	 1.077	 0.171
1630	185.458	155.121	20902.395	649.055	1724.919	 1.314	 1.467	 0.994	 0.445
1631	16.022	138.563	47363.987	573.923	1214.581	 2.431	 2.553	 0.540	 0.305
1631	53.437	195.717	32184.965	645.682	1131.202	 1.529	 2.963	 2.209	 0.857
1631	66.389	78.138	19052.908	582.365	1245.188	 1.550	 1.571	 2.102	 0.161
1631	126.862	236.734	66406.419	646.120	4552.946	 1.506	 1.542	 2.930	 0.214
1631	134.558	222.741	10798.883	558.555	540.200	 1.237	 2.571	 3.116	 0.877
1631	139.815	96.551	21726.659	650.491	579.607	 1.980	 3.013	 2.573	 0.754
1631	185.741	155.290	30140.245	640.729	1798.547	 1.536	 1.737	 1.530	 0.467
1632	16.255	138.581	35342.017	628.180	907.939	 2.253	 2.749	 1.266	 0.573
1632	53.764	195.852	44455.228	639.824	1243.977	 1.931	 2.946	 1.744	 0.755
1632	66.339	78.258	14772.916	592.888	1806.651	 0.974	 1.336	 0.049	 0.684
1632	106.984	346.060	6769.046	584.746	684.413	 1.041	 1.512	 0.274	 0.725
1632	127.234	237.330	66913.663	668.398	4353.837	 1.448	 1.689	 1.581	 0.515
1632	185.896	155.452	21532.642	639.108	1584.121	 1.446	 1.496	 1.174	 0.257
1632	416.971	124.584	5409.540	642.857	833.503	 0.839	 1.231	 2.565	 0.732
1633	16.180	138.521	32950.491	644.067	1157.348	 1.778	 2.548	 0.942	 0.716
1633	52.952	195.878	61377.431	697.427	1759.377	 1.701	 3.264	 2.175	 0.853
1633	66.825	78.794	13873.210	573.179	1219.512	 1.322	 1.369	 0.457	 0.260
1633	127.170	236.567	59784.429	635.891	4067.673	 1.470	 1.592	 1.995	 0.384
1633	185.873	155.785	21285.106	637.642	1702.582	 1.359	 1.464	 2.150	 0.372
1633	417.807	124.077	5445.351	632.020	1097.256	 0.389	 2.028	 2.097	 0.981
1634	15.966	138.405	39122.350	642.832	1865.134	 1.470	 2.271	 1.242	 0.762
1634	50.050	249.779	12910.919	601.030	1055.895	 0.938	 2.074	 2.168	 0.892
1634	52.962	194.216	41136.719	724.741	3095.148	 1.317	 1.606	 2.099	 0.572
1634	67.075	78.099	16611.230	606.506	1558.888	 1.211	 1.401	 2.956	 0.503
1634	128.084	235.887	63377.703	647.046	4170.956	 1.411	 1.714	 1.833	 0.568
1634	185.836	155.644	26549.721	648.779	2187.921	 1.176	 1.642	 0.999	 0.698
1635	16.195	138.461	34771.545	640.821	1421.759	 1.885	 2.065	 1.318	 0.409
1635	55.049	193.510	31071.224	630.855	997.908	 2.042	 2.426	 2.533	 0.540
1635	66.635	78.234	15887.534	572.653	1242.977	 1.340	 1.518	 1.809	 0.470
1635	128.971	233.948	61146.183	661.700	3770.012	 1.588	 1.625	 2.825	 0.211
1635	185.565	155.483	24505.738	601.156	1900.278	 1.272	 1.613	 0.270	 0.615
1636	16.337	138.544	44746.106	589.229	1231.125	 2.115	 2.735	 1.466	 0.634
1636	56.384	194.433	56129.164	683.856	3283.327	 1.458	 1.866	 1.608	 0.624
1636	66.469	78.494	18611.775	562.005	778.843	 1.660	 2.292	 0.830	 0.690
1636	126.444	232.608	40892.843	648.305	1624.963	 1.723	 2.324	 1.273	 0.671
1636	185.861	155.584	21998.798	609.959	1848.485	 1.294	 1.464	 1.910	 0.467
1636	415.915	123.473	10931.854	639.947	988.134	 0.955	 1.844	 0.819	 0.855
1637	15.712	139.045	33712.567	674.046	1649.747	 1.376	 2.364	 1.384	 0.813
1637	50.246	246.870	17922.462	584.558	663.712	 1.714	 2.508	 0.572	 0.730
1637	60.632	193.383	82772.332	633.841	4285.963	 1.510	 2.035	 1.653	 0.670
1637	66.794	78.277	19167.792	591.183	2232.071	 0.975	 1.402	 1.128	 0.719
1637	124.405	232.736	26644.770	628.456	881.475	 1.898	 2.535	 1.166	 0.663
1637	185.383	156.112	21387.804	638.688	1548.877	 1.332	 1.650	 2.622	 0.590
1637	416.438	123.147	8671.961	629.189	609.017	 1.042	 2.174	 0.229	 0.878
1638	 6.342	133.165	40513.234	754.617	2726.873	 1.516	 1.559	 3.117	 0.233
1638	16.121	139.061	36039.677	684.175	1704.500	 1.425	 2.361	 1.659	 0.797
1638	48.424	246.729	14475.547	571.980	491.094	 1.548	 3.030	 2.602	 0.860
1638	61.628	191.429	65942.069	651.863	2556.653	 1.722	 2.383	 0.395	 0.691
1638	66.892	77.953	20970.528	595.522	1417.145	 1.347	 1.749	 0.706	 0.638
1638	185.789	155.721	20649.076	626.735	1672.492	 1.343	 1.463	 1.704	 0.396
1639	 6.027	134.043	38616.994	743.772	3306.093	 1.298	 1.432	 1.154	 0.421
1639	13.618	69.006	18446.908	568.867	808.267	 1.607	 2.260	 0.027	 0.703
1639	15.934	138.500	34928.558	654.160	1148.537	 1.953	 2.478	 1.934	 0.616
1639	60.886	191.123	71374.034	622.051	1980.120	 2.377	 2.414	 0.000	 0.174
1639	66.818	78.518	18528.010	568.968	1285.639	 1.372	 1.671	 0.286	 0.571
1639	185.674	155.783	24502.893	633.276	1911.844	 1.353	 1.508	 1.150	 0.441
1639	415.107	122.133	7169.057	639.035	598.635	 1.148	 1.661	 0.768	 0.723
1640	15.865	138.722	38626.307	639.816	1318.323	 1.739	 2.682	 1.326	 0.761
1640	60.680	194.575	91124.936	645.608	4006.997	 1.877	 1.928	 3.063	 0.229
1640	185.806	155.774	23197.644	639.967	1818.915	 1.336	 1.519	 0.701	 0.476
1641	15.807	138.843	42845.858	639.613	1501.408	 1.831	 2.480	 1.060	 0.674
1641	61.277	196.267	90937.552	654.232	4349.478	 1.795	 1.854	 2.718	 0.251
1641	135.864	234.529	12728.022	562.025	818.480	 1.060	 2.335	 0.290	 0.891
1641	186.280	155.924	23775.902	618.846	1452.909	 1.510	 1.725	 1.558	 0.483
1642	15.749	138.919	40548.294	665.622	1643.220	 1.664	 2.360	 1.269	 0.709
1642	61.670	195.980	96888.099	653.979	3699.366	 1.882	 2.215	 0.535	 0.528
1642	136.449	234.595	10887.167	613.383	766.912	 1.246	 1.813	 1.777	 0.726
1642	186.115	155.917	24617.410	657.513	2143.212	 1.323	 1.381	 0.472	 0.286
1643	15.483	139.223	30254.218	693.924	1747.809	 1.527	 1.804	 1.404	 0.532
1643	61.296	199.006	102085.361	727.834	4536.085	 1.755	 2.041	 1.195	 0.511
1643	98.248	141.804	13535.071	641.293	554.207	 1.292	 3.009	 1.624	 0.903
1643	126.685	226.987	26494.124	670.689	1618.095	 1.307	 1.994	 2.551	 0.755
1643	185.980	156.109	22646.934	620.748	1840.556	 1.205	 1.625	 1.620	 0.671
1644	16.036	139.168	35056.108	687.857	1601.581	 1.739	 2.003	 1.056	 0.496
1644	61.588	197.148	103852.245	657.325	4461.200	 1.868	 1.983	 2.567	 0.335
1644	73.321	291.100	6165.559	707.179	783.007	 0.794	 1.579	 2.105	 0.865
1644	107.903	346.057	8726.023	581.844	643.100	 1.132	 1.908	 1.030	 0.805
1644	126.390	227.707	36660.716	634.553	1831.686	 1.612	 1.977	 1.726	 0.579
1644	186.158	155.776	20878.157	657.168	2352.455	 1.169	 1.209	 1.263	 0.255
1645	16.237	139.315	35513.277	691.253	1674.075	 1.552	 2.176	 1.158	 0.701
1645	60.297	199.214	75081.938	591.987	1516.162	 2.636	 2.990	 0.056	 0.472
1645	74.809	291.556	52057.000	536.087	538.254	 3.812	 4.038	 0.050	 0.330
1645	107.563	346.031	8793.425	606.403	595.469	 1.501	 1.566	 0.960	 0.285
1645	125.917	229.324	41110.193	692.721	3222.930	 1.280	 1.586	 1.417	 0.591
1645	186.063	155.675	28942.786	588.148	2136.894	 1.340	 1.609	 2.964	 0.553
1646	16.142	139.042	38736.708	693.832	1659.578	 1.633	 2.275	 1.625	 0.696
1646	55.741	201.007	46522.362	634.782	1069.172	 2.162	 3.203	 1.350	 0.738
1646	77.103	292.318	16700.251	713.594	508.742	 1.618	 3.230	 2.290	 0.866
1646	128.759	229.002	55731.943	659.631	3098.988	 1.457	 1.964	 1.859	 0.671
1646	186.017	155.816	25254.569	643.215	2480.457	 1.149	 1.411	 0.222	 0.581
1646	315.354	193.241	11162.854	585.518	471.807	 1.921	 1.961	 2.361	 0.201
1647	15.443	138.853	35524.817	655.058	1448.746	 1.606	 2.430	 1.106	 0.750
1647	54.635	199.937	59322.996	631.799	2503.537	 1.815	 2.078	 1.441	 0.486
1647	82.021	292.804	11137.801	656.606	607.340	 1.192	 2.449	 2.426	 0.874
1647	95.036	292.245	7007.778	588.370	585.775	 1.167	 1.631	 0.244	 0.699
1647	107.039	345.885	5579.280	631.430	882.522	 0.671	 1.499	 1.689	 0.894
1647	127.513	229.300	67466.945	686.250	4828.058	 1.431	 1.554	 1.737	 0.391
1647	185.968	155.851	20443.344	654.316	2478.563	 0.993	 1.322	 2.881	 0.660
1647	240.120	190.838	8437.911	602.964	524.783	 1.348	 1.899	 0.585	 0.704
1648	 7.279	171.932	18948.747	643.888	941.190	 1.545	 2.074	 1.473	 0.667
1648	15.808	138.887	40992.322	613.896	1372.831	 1.998	 2.378	 0.865	 0.542
1648	54.862	200.785	47941.269	556.204	822.864	 2.586	 3.585	 0.629	 0.693
1648	95.020	294.033	9875.688	559.406	587.471	 1.442	 1.855	 0.732	 0.629
1648	127.786	228.392	64666.816	677.340	4472.790	 1.480	 1.555	 2.422	 0.308
1648	185.848	155.529	19835.600	623.732	1659.042	 1.315	 1.447	 0.235	 0.417
1648	240.817	192.871	11553.882	596.572	618.813	 1.420	 2.092	 0.738	 0.734
1649	16.003	138.840	36274.610	637.235	1410.074	 1.894	 2.162	 1.878	 0.483
1649	94.882	295.332	8401.533	554.543	568.279	 1.510	 1.558	 0.551	 0.246
1649	127.071	229.509	42327.238	656.364	2250.326	 1.586	 1.888	 2.032	 0.543
1649	185.921	155.612	24604.736	639.318	2258.519	 1.269	 1.367	 2.161	 0.372
1649	241.658	193.825	13154.401	568.236	574.685	 1.713	 2.127	 1.955	 0.593
1650	 6.056	172.067	19322.947	625.137	1182.413	 1.548	 1.680	 2.015	 0.389
1650	16.477	138.981	27171.153	716.040	1730.164	 1.282	 1.950	 1.065	 0.754
1650	56.908	202.427	7846.140	625.790	624.643	 1.150	 1.738	 0.368	 0.750
1650	128.954	229.965	50130.001	678.293	3590.256	 1.465	 1.516	 0.882	 0.257
1650	146.228	242.380	3905.237	628.897	2316.935	 0.455	 0.589	 0.976	 0.635
1650	185.600	155.689	30668.762	576.305	2123.854	 1.360	 1.689	 2.008	 0.593
1650	194.336	200.509	16817.025	630.513	553.702	 1.805	 2.679	 1.651	 0.739
1651	 6.110	140.916	19652.994	737.921	1277.273	 1.512	 1.619	 0.889	 0.357
1651	 6.478	172.359	16224.287	627.281	1228.227	 1.205	 1.744	 0.750	 0.723
1651	15.529	139.122	35010.692	671.056	1265.181	 1.601	 2.751	 1.391	 0.813
1651	109.228	233.976	22411.608	615.253	756.306	 1.772	 2.661	 2.165	 0.746
1651	128.137	229.874	53239.639	658.912	2913.367	 1.634	 1.780	 1.523	 0.397
1651	144.361	243.040	20502.610	555.076	443.603	 2.612	 2.816	 2.257	 0.374
1651	185.802	155.981	30410.203	606.067	1820.681	 1.612	 1.649	 1.558	 0.212
1651	194.315	200.032	18963.083	600.685	469.326	 2.494	 2.579	 1.048	 0.255
1652	 6.823	171.396	19441.548	662.784	1029.478	 1.564	 1.922	 2.157	 0.581
1652	16.190	138.517	35085.032	680.135	1430.083	 1.610	 2.426	 1.472	 0.748
1652	126.446	229.192	42442.587	660.209	2514.900	 1.576	 1.705	 1.997	 0.381
1652	185.926	155.562	20125.278	655.756	1995.618	 1.248	 1.287	 2.267	 0.244
1652	193.528	200.611	14643.035	625.049	529.524	 2.037	 2.160	 0.915	 0.333
1653	 5.806	172.680	27578.783	604.088	1074.137	 1.681	 2.431	 1.289	 0.723
1653	15.796	138.695	39134.044	646.144	1457.502	 1.933	 2.210	 1.404	 0.485
1653	125.046	230.344	45361.764	695.335	2775.811	 1.469	 1.771	 2.220	 0.559
1653	186.145	155.375	22165.705	620.767	2127.899	 1.150	 1.442	 1.795	 0.604
1654	15.504	138.865	34573.049	647.029	1266.526	 1.630	 2.666	 1.484	 0.791
1654	123.497	231.202	37985.982	703.212	2167.539	 1.625	 1.716	 0.753	 0.321
1654	152.740	347.791	16409.579	601.310	544.357	 1.444	 3.322	 0.854	 0.901
1654	186.121	155.542	24136.019	628.196	2041.964	 1.262	 1.490	 2.439	 0.531
1654	194.113	200.656	25663.631	574.052	460.666	 2.960	 2.995	 2.075	 0.152
1654	245.782	183.817	14776.599	604.687	823.746	 1.418	 2.013	 2.504	 0.710
1655	15.517	139.060	48212.759	580.421	1340.562	 2.135	 2.681	 1.010	 0.604
1655	77.303	294.187	7190.075	601.292	1023.730	 0.629	 1.776	 1.809	 0.935
1655	107.365	346.392	8690.594	587.084	667.696	 1.117	 1.855	 2.725	 0.798
1655	125.456	229.908	55711.298	641.476	3801.772	 1.432	 1.629	 1.691	 0.477
1655	186.016	155.343	25602.046	607.297	1643.782	 1.465	 1.692	 0.035	 0.500
1655	246.626	181.570	17913.360	584.177	940.047	 1.371	 2.212	 0.158	 0.785
1656	15.816	138.768	41351.763	568.013	1222.867	 1.996	 2.697	 1.124	 0.673
1656	66.217	203.883	134598.806	463.835	732.531	 4.946	 5.913	 1.895	 0.548
1656	108.231	345.468	9525.344	582.708	595.177	 1.043	 2.441	 2.969	 0.904
1656	126.454	230.575	25465.856	658.273	939.744	 1.778	 2.426	 2.975	 0.680
1656	186.154	154.892	25316.890	616.351	1741.113	 1.379	 1.678	 1.803	 0.570
1656	195.317	200.178	14076.681	649.626	819.210	 1.276	 2.143	 1.160	 0.803
1656	248.279	180.499	14700.267	616.584	1167.035	 1.079	 1.858	 0.898	 0.814
1657	16.123	139.060	39463.394	589.385	1248.342	 1.955	 2.573	 0.801	 0.650
1657	61.968	224.426	8950.443	670.838	634.831	 0.861	 2.605	 0.603	 0.944
1657	63.381	202.686	87743.714	493.126	584.836	 4.318	 5.531	 0.874	 0.625
1657	107.755	345.872	4083.887	611.055	1244.302	 0.626	 0.835	 0.124	 0.662
1657	124.404	236.281	7667.247	663.066	640.262	 0.931	 2.047	 2.257	 0.891
1657	186.130	155.149	27744.594	600.736	2062.077	 1.372	 1.561	 0.343	 0.477
1657	193.978	201.055	16744.426	635.883	634.471	 1.812	 2.319	 0.937	 0.624
1657	247.083	180.459	11443.642	601.924	855.587	 1.187	 1.793	 1.861	 0.749
1657	258.780	325.852	6857.362	545.741	772.465	 0.931	 1.517	 0.056	 0.789
1658	 6.200	172.866	20184.497	624.560	675.390	 1.685	 2.822	 1.975	 0.802
1658	15.783	138.388	33432.544	619.554	1672.336	 1.399	 2.274	 1.166	 0.788
